1	660	1.53544
1	767	3.27177
1	867	2.9081
1	912	2.71243
1	914	3.88936
1	953	4.60207
1	976	0
2	425	2.38771
2	497	2.53904
2	523	2.87983
2	656	2.9658
2	701	2.34798
2	781	3.73605
2	806	0
3	789	1.95036
3	927	2.53264
3	945	2.93528
3	955	3.03594
3	964	3.03394
3	965	3.18029
3	966	0
4	653	1.68242
4	861	3.9824
4	862	2.55167
4	916	3.58925
4	962	4.04561
4	977	4.28422
4	992	0
5	752	5.87878
5	836	1.45466
5	873	2.84447
5	922	3.52077
5	968	3.79623
5	972	4.3549
5	999	0
6	281	1.21809
6	305	2.58473
6	601	1.8088
6	654	3.10617
6	715	4.04005
6	828	4.37045
6	852	0
7	625	0.0189487
7	787	2.58508
7	958	3.41352
7	980	3.41889
7	982	3.5016
7	983	3.74756
7	991	0
8	682	0.690824
8	785	1.53634
8	853	3.18162
8	934	3.5454
8	952	3.71119
8	961	3.80806
8	971	0
9	497	1.11942
9	783	1.96276
9	884	2.50599
9	915	3.01171
9	926	3.7933
9	974	4.27505
9	981	0
10	17	0.347185
10	54	2.6834
10	551	3.7359
10	808	3.98806
10	850	4.76137
10	907	2.66739
10	949	0
11	173	1.80047
11	215	2.70177
11	410	2.81973
11	442	1.61879
11	459	3.40894
11	614	4.29391
11	803	0
12	639	2.51705
12	692	2.52819
12	736	3.04707
12	780	3.19298
12	812	3.27546
12	825	3.48957
12	912	0
13	538	0.193726
13	848	2.45245
13	929	2.92039
13	949	3.13462
13	957	3.4312
13	970	4.42646
13	995	0
14	855	0.383876
14	897	2.48999
14	957	2.63124
14	969	3.54123
14	990	3.78182
14	995	3.84015
14	1000	0
15	28	1.63997
15	421	2.25633
15	640	2.91363
15	680	4.24735
15	855	4.85495
15	921	1.70736
15	936	0
16	360	0.356735
16	694	2.38128
16	861	4.10033
16	943	2.2918
16	970	4.74447
16	977	4.98308
16	992	0
17	10	1.2752
17	474	1.43051
17	565	1.84627
17	617	3.76585
17	834	3.92764
17	850	4.70095
17	907	0
18	551	0.388919
18	562	1.26761
18	583	2.78752
18	781	3.0093
18	834	3.79297
18	885	3.94439
18	907	0
19	188	0.804204
19	456	2.25937
19	711	2.00861
19	725	3.43771
19	859	4.41205
19	918	4.95748
19	939	0
20	799	1.81019
20	818	1.52846
20	829	1.95682
20	877	2.24541
20	888	3.87835
20	974	4.3601
20	981	0
21	22	2.24019
21	343	2.59428
21	414	2.62017
21	510	3.59266
21	699	4.1804
21	803	2.59939
21	979	0
22	21	1.4476
22	226	2.09439
22	369	2.24732
22	414	2.35926
22	442	3.2457
22	699	3.83344
22	803	0
23	569	1.43965
23	895	3.48957
23	912	2.84381
23	960	3.92102
23	989	3.76099
23	993	4.05621
23	997	0
24	146	2.11731
24	485	1.8321
24	544	2.13431
24	557	2.71906
24	683	3.1028
24	744	4.00361
24	862	0
25	101	4.15692
25	516	2.41665
25	690	3.11131
25	692	2.98601
25	724	3.64133
25	780	3.78725
25	812	0
26	557	0.545021
26	560	1.49664
26	755	2.54609
26	884	2.84548
26	902	4.37663
26	974	4.85838
26	981	0
27	823	1.9494
27	844	2.69452
27	881	2.73957
27	882	3.34834
27	919	3.70505
27	930	2.46209
27	957	0
28	15	2.092
28	487	1.6943
28	509	1.96385
28	562	2.7725
28	708	2.97908
28	756	4.4105
28	921	0
29	731	2.54214
29	823	2.13771
29	826	2.48113
29	863	3.05035
29	882	3.65912
29	919	4.01584
29	930	0
30	693	0.113325
30	860	2.30841
30	944	3.45925
30	980	3.46462
30	982	3.54733
30	983	3.79329
30	991	0
31	402	0.214693
31	453	0.39843
31	633	1.57328
31	737	3.4446
31	924	4.93509
31	986	4.99539
31	996	0
32	101	0.963929
32	113	2.27349
32	690	2.84286
32	724	2.93187
32	749	3.42949
32	784	3.64409
32	812	0
33	386	1.51829
33	543	1.53832
33	555	2.00423
33	687	3.5469
33	852	3.97136
33	892	4.08912
33	894	0
34	133	0.993952
34	453	0.73158
34	541	0.89535
34	570	1.92553
34	704	6.03076
34	986	6.09106
34	996	0
35	45	0.287456
35	168	3.05454
35	780	3.84304
35	956	4.024
35	963	4.0113
35	967	4.25607
35	975	0
36	239	1.95434
36	927	2.51277
36	936	2.93925
36	955	3.03992
36	964	3.03792
36	965	3.18426
36	966	0
37	534	1.9213
37	573	1.60625
37	615	2.82756
37	801	2.88526
37	810	2.98418
37	814	3.48409
37	851	0
38	196	0.8598
38	321	1.73599
38	584	2.42064
38	710	3.3196
38	838	3.82427
38	875	3.98182
38	891	0
39	142	3.16228
39	391	1.10732
39	480	2.32266
39	786	3.32529
39	874	4.17669
39	909	5.42418
39	968	0
40	157	3.03255
40	200	3.64829
40	424	3.2821
40	425	3.51001
40	497	4.15692
40	502	4.0881
40	701	0
41	309	1.58126
41	529	2.25982
41	620	2.33873
41	623	2.77414
41	717	2.93064
41	778	3.7902
41	845	0
42	261	1.24752
42	555	1.99182
